,ID,Title,Year,Rating,IMDb,Rotten Tomatoes,Genre,Netflix,Amazon Prime Video
143,144,Cutthroat Island,1995,13+,5.7,59,Comedy,0,1
144,145,Blind Fury,1989,18+,6.4,62,Comedy,0,1
145,146,Spun,2002,18+,6.8,70,Comedy,0,1
146,147,Python,2000,18+,3.7,31,Comedy,0,1
147,148,Stitches,2012,18+,5.7,55,Comedy,0,1
148,149,Surviving Christmas,2004,13+,5.5,53,Comedy,0,1
149,150,Sabrina,1995,7+,6.3,70,Comedy,0,1
150,151,Wild Horses,2015,18+,4.8,45,Crime,0,1
151,152,Tactical Force,2011,18+,4.8,44,Crime,0,1
152,153,The Power of Few,2013,18+,5.2,51,Crime,0,1
153,154,Polytechnique,2009,,7.2,75,Crime,0,1
154,155,An Inspector Calls,2015,7+,7.7,66,Crime,0,1
155,156,BMX Bandits,1983,7+,5.5,60,Crime,0,1
156,157,Desperate Hours,1990,18+,5.4,52,Crime,0,1
157,158,High Risk,1995,18+,6.1,52,Crime,0,1
158,159,Picking Up the Pieces,2000,18+,4.8,42,Crime,0,1
159,160,Blue Thunder,1983,18+,6.4,67,Crime,0,1
160,161,Jennifer Eight,1992,18+,6.3,57,Crime,0,1
161,162,Narco Cultura,2013,18+,7.2,69,Crime,0,1
162,163,Buffed Up,2016,,nan,39,Crime,0,1
163,164,Don,2006,13+,7.2,62,Crime,0,1
164,165,Addicted to Fresno,2015,,5.4,51,Crime,0,1
165,166,Drowning Mona,2000,13+,5.7,56,Crime,0,1
166,167,Soldier's Girl,2003,18+,7.9,78,Crime,0,1
167,168,Heart of the Dragon,1985,18+,6.5,52,Crime,0,1
168,169,West Side Story,1961,,7.5,84,Crime,0,1
169,170,Shattered,1991,18+,6.5,60,Crime,0,1
170,171,You May Not Kiss the Bride,2011,13+,5.4,46,Crime,0,1
171,172,The Hoarder,2015,,4.5,37,Crime,0,1
172,173,Fifty Dead Men Walking,2008,18+,6.9,69,Crime,0,1
173,174,Home Sweet Hell,2015,18+,5.4,49,Crime,0,1
174,175,The Keeper,2004,18+,4.7,37,Crime,0,1
175,176,Vincent N Roxxy,2016,18+,5.6,55,Crime,0,1
176,177,Sweet Country,2018,18+,6.9,71,Crime,0,1
177,178,Double Whammy,2001,18+,5.7,47,Crime,0,1
178,179,So Close,2002,18+,6.7,69,Crime,0,1
179,180,The Droving,2020,,5.5,44,Crime,0,1
180,181,Best Men,1997,18+,5.6,46,Crime,0,1
181,182,Los Olvidados,1950,,8.3,67,Crime,0,1
182,183,Tell No One,2006,,7.5,83,Crime,0,1
183,184,The Man with the Golden Arm,1955,,7.4,73,Crime,0,1
184,185,A Good Marriage,2014,18+,5.2,52,Crime,0,1
185,186,Avenge the Crows,2017,18+,5.1,38,Crime,0,1
186,187,Three Way,2004,18+,4.7,40,Crime,0,1
187,188,Deranged,1974,18+,6.4,58,Crime,0,1
188,189,Terror by Night,1946,,6.9,64,Crime,0,1
189,190,Flickering Lights,2000,,7.7,76,Crime,0,1
190,191,Vault,2019,18+,5.5,51,Crime,0,1
191,192,Mystery Road,2013,,6.6,70,Crime,0,1
192,193,Chapter 27,2007,18+,5.7,51,Crime,0,1
193,194,10 Rillington Place,1971,7+,7.6,71,Crime,0,1
194,195,Kansas City Confidential,1952,,7.4,71,Crime,0,1
195,196,Darkness Falls,2020,,4.4,47,Crime,0,1
196,197,.45,2006,18+,5.6,48,Crime,0,1
197,198,In Search of Voodoo: Roots to Heaven,2018,,8.6,42,Documentary,0,1
198,199,Elián,2017,7+,6.8,57,Documentary,0,1
199,200,Third Eye Spies,2019,,5.9,42,Documentary,0,1
200,201,Bodysong,2003,,6.9,62,Documentary,0,1
201,202,Drag Kids,2019,,5.1,39,Documentary,0,1
202,203,Melody Makers,2019,,7.5,39,Documentary,0,1
203,204,The Last Days,1998,13+,7.5,72,Documentary,0,1
204,205,"Westwood: Punk, Icon, Activist",2018,,6.0,59,Documentary,0,1
205,206,Afghan Star,2009,,7.3,64,Documentary,0,1
206,207,Artifishal,2019,,7.4,37,Documentary,0,1
207,208,Love Thy Nature,2014,all,6.7,48,Documentary,0,1
208,209,Kingdom Come,2014,,4.3,36,Documentary,0,1
209,210,Leonard Cohen: I'm Your Man,2006,13+,6.8,60,Documentary,0,1
210,211,Flow: For Love of Water,2008,all,7.6,44,Documentary,0,1
211,212,Serial Killer Culture,2014,,6.1,35,Documentary,0,1
212,213,A River Below,2017,16+,7.2,61,Documentary,0,1
213,214,Ping Pong,2012,,7.3,61,Documentary,0,1
214,215,Higher,2014,all,7.7,50,Documentary,0,1
215,216,Beaver Trilogy Part IV,2015,,7.3,44,Documentary,0,1
216,217,Our Nixon,2013,,6.7,62,Documentary,0,1
217,218,Stuffed,2019,,7.1,46,Documentary,0,1
218,219,Special When Lit,2009,all,6.9,46,Documentary,0,1
219,220,Point and Shoot,2014,,6.8,61,Documentary,0,1
220,221,DEATH by MetaL,2016,,7.5,42,Documentary,0,1
221,222,The Judge,2017,,7.4,45,Documentary,0,1
222,223,American Scary,2006,,6.7,41,Documentary,0,1
223,224,I Always Said Yes: The Many Lives of Wakefield Poole,2013,,7.5,41,Documentary,0,1
224,225,Monsterwolf,2010,18+,3.6,32,Documentary,0,1
225,226,Black Sun,2005,,7.4,59,Documentary,0,1
226,227,King Corn,2007,all,7.0,65,Documentary,0,1
227,228,Being Frank: The Chris Sievey Story,2019,,7.4,47,Documentary,0,1
228,229,Vessel,2014,,7.6,51,Documentary,0,1
229,230,The Heart of Man,2017,13+,8.3,55,Documentary,0,1
230,231,Grant Morrison: Talking with Gods,2010,,7.8,45,Documentary,0,1
231,232,What Lies Upstream,2017,16+,7.6,54,Documentary,0,1
232,233,Paper Tigers,2015,,7.1,44,Documentary,0,1
233,234,Closure,2013,,8.2,46,Documentary,0,1
234,235,Programming the Nation?,2011,all,6.3,49,Documentary,0,1
235,236,The Russian Five,2018,,8.2,60,Documentary,0,1
236,237,Foods That Cure Disease,2018,,6.0,34,Documentary,0,1
237,238,Yallah! Underground,2015,7+,7.4,39,Documentary,0,1
238,239,"Pulp: a Film About Life, Death & Supermarkets",2014,,7.2,65,Documentary,0,1
239,240,Devo: Hardcore Live!,2015,13+,8.6,40,Documentary,0,1
240,241,Beautiful Losers,2008,,7.1,59,Documentary,0,1
241,242,Once is Enough,2020,7+,7.3,43,Documentary,0,1
242,243,Mully,2015,7+,8.1,53,Documentary,0,1
243,244,Ramblin' Freak,2017,16+,7.1,33,Documentary,0,1
244,245,Treading Water,2013,,6.1,51,Documentary,0,1
245,246,See Know Evil,2018,,7.6,39,Documentary,0,1
246,247,The Babushkas of Chernobyl,2015,,8.0,72,Documentary,0,1
247,248,Cool Kids Don't Cry,2012,,7.4,58,Drama,0,1
248,249,The Yellow Birds,2017,18+,5.7,55,Drama,0,1
249,250,Kiss the Girls,1997,18+,6.6,70,Drama,0,1
250,251,Swimfan,2002,13+,5.1,53,Drama,0,1
251,252,Mindscape,2013,18+,6.5,63,Drama,0,1
252,253,I'll See You in My Dreams,2015,13+,6.7,61,Drama,0,1
253,254,Diary of a Mad Black Woman,2005,13+,5.8,64,Drama,0,1
254,255,Evil,2003,all,7.8,79,Drama,0,1
255,256,Herself,2020,18+,7.0,75,Drama,0,1
256,257,Last Flag Flying,2017,18+,6.9,74,Drama,0,1
257,258,Trees Lounge,1996,18+,7.1,73,Drama,0,1
258,259,The Bookshop,2017,7+,6.5,66,Drama,0,1
259,260,Wonderstruck,2017,7+,6.2,67,Drama,0,1
260,261,Thank You for Smoking,2005,18+,7.6,86,Drama,0,1
261,262,Blue Jay,2016,,7.3,76,Drama,0,1
262,263,Ma Ma,2015,18+,6.4,56,Drama,0,1
263,264,Guilty Men,2016,,6.6,42,Drama,0,1
264,265,"10,000 Days",2014,7+,2.7,36,Drama,0,1
265,266,Rudderless,2014,18+,7.5,73,Drama,0,1
266,267,Bully,2001,18+,6.9,72,Drama,0,1
267,268,Adore,2013,18+,6.2,64,Drama,0,1
268,269,Body of Evidence,1993,18+,4.5,51,Drama,0,1
269,270,Branded,2012,18+,4.7,43,Drama,0,1
270,271,Bad Boys,1983,18+,7.2,75,Drama,0,1
271,272,Two Brothers,2004,7+,7.1,68,Drama,0,1
272,273,Ernest & Celestine,2012,7+,7.9,80,Drama,0,1
273,274,Hidden Kisses,2016,,7.2,57,Drama,0,1
274,275,Flowers in the Attic,1987,18+,5.8,56,Drama,0,1
275,276,Raising the Bar,2017,7+,5.6,46,Drama,0,1
276,277,El Gringo,2012,18+,5.4,45,Drama,0,1
277,278,Man About Town,2006,18+,5.5,51,Drama,0,1
278,279,100 Streets,2016,,5.8,56,Drama,0,1
279,280,Not Another Happy Ending,2013,,6.2,55,Drama,0,1
280,281,Beowulf & Grendel,2005,18+,5.8,58,Drama,0,1
281,282,Cold War,2018,18+,7.6,81,Drama,0,1
282,283,Private Parts,1997,18+,6.9,72,Drama,0,1
283,284,King Jack,2015,,7.0,70,Drama,0,1
284,285,CBGB,2013,18+,6.6,55,Drama,0,1
285,286,The Mandela Effect,2019,,5.7,59,Drama,0,1
286,287,Strange Nature,2018,,4.3,47,Drama,0,1
287,288,Wall Street: Money Never Sleeps,2010,13+,6.2,68,Drama,0,1
288,289,The Apostle Peter: Redemption,2016,7+,5.7,44,Drama,0,1
289,290,The Round Up,2010,,7.1,65,Drama,0,1
290,291,United,2011,13+,7.4,60,Drama,0,1
291,292,Stalked by My Neighbor,2015,16+,5.2,40,Drama,0,1
292,293,Romeo & Juliet,2013,13+,5.8,56,Drama,0,1
293,294,The Way Back,2010,13+,7.3,81,Drama,0,1
294,295,Sox: A Family's Best Friend,2013,7+,5.2,33,Family,0,1
295,296,CODE: Debugging the Gender Gap,2015,,6.0,45,Family,0,1
296,297,Mee-Shee: The Water Giant,2005,7+,5.3,37,Family,0,1
297,298,The Last Leprechaun,1998,,3.7,31,Family,0,1
298,299,David and Goliath,1960,all,4.9,35,Family,0,1
299,300,Midnight Stallion,2013,,5.0,39,Family,0,1
300,301,Miles,2017,,5.7,43,Family,0,1
301,302,Menace from Outer Space,1956,,3.7,34,Family,0,1
302,303,Best Friend from Heaven,2017,7+,5.5,32,Family,0,1
303,304,Perfect Piece,2016,,4.0,32,Family,0,1
304,305,WWJD: What Would Jesus Do? The Journey Continues,2015,,4.3,37,Family,0,1
305,306,The Bouquet,2013,all,5.8,39,Family,0,1
306,307,Adventure Boyz,2019,,5.1,38,Family,0,1
307,308,The Dempsey Sisters,2013,,5.6,36,Family,0,1
308,309,The Call of the Wild,1972,7+,6.0,44,Family,0,1
309,310,Ghadi,2013,13+,7.4,51,Family,0,1
310,311,The Last Reef: Cities Beneath the Sea,2012,,7.4,46,Family,0,1
311,312,A Picture of You,2014,,6.3,58,Family,0,1
312,313,Pudsey the Dog: The Movie,2014,all,2.5,33,Family,0,1
313,314,Kart Racer,2003,7+,5.6,52,Family,0,1
314,315,Good Newwz,2019,,7.0,69,Family,0,1
315,316,The Rooftop Christmas Tree,2016,all,6.2,41,Family,0,1
316,317,A Doggone Christmas,2016,all,4.1,28,Family,0,1
317,318,The Legend of Sasquatch,2007,all,4.0,23,Family,0,1
318,319,Huckleberry Finn,1974,all,5.6,36,Family,0,1
319,320,The Hunchback of Notre Dame,1996,,4.6,37,Family,0,1
320,321,For Grace,2015,,7.3,51,Family,0,1
321,322,The Magic Sword,1962,,4.7,42,Family,0,1
322,323,Make Believe,2011,,7.0,59,Family,0,1
323,324,Space Dogs,2010,all,5.1,37,Family,0,1
324,325,The Over The Hill Gang Rides Again,1970,13+,5.6,35,Family,0,1
325,326,Luna: Spirit of the Whale,2007,7+,6.1,37,Family,0,1
326,327,The Painted Hills,1951,all,4.0,24,Family,0,1
327,328,The Cat Came Back,1988,,7.5,52,Family,0,1
328,329,Don't Let the Riverbeast Get You!,2012,,5.4,31,Family,0,1
329,330,Out There,1995,13+,5.5,42,Family,0,1
330,331,The Redemption of the Heart,2015,,6.7,33,Family,0,1
331,332,Teenage,2013,,6.6,57,Family,0,1
332,333,Wolf Summer,2003,,5.9,40,Family,0,1
333,334,Secrets of War,2014,,7.1,55,Family,0,1
334,335,Forest Fairies,2015,all,6.5,38,Family,0,1
335,336,Magic Gift of the Snowman,1995,,6.3,34,Family,0,1
336,337,Always Will,2006,7+,4.6,34,Family,0,1
337,338,Twelve,2019,,6.1,43,Family,0,1
338,339,The Boy and the Pirates,1960,,5.2,30,Fantasy,0,1
339,340,Clones,2015,,6.6,38,Fantasy,0,1
340,341,Witch's Night Out,1978,,7.5,48,Fantasy,0,1
341,342,Lancelot and Guinevere,1963,,5.8,33,Fantasy,0,1
342,343,Saturday Morning,2007,,6.7,31,Fantasy,0,1
343,344,My Fairy Tail Love Story,2018,,7.6,45,Fantasy,0,1
344,345,Get Mean,1975,,5.2,31,Fantasy,0,1
345,346,Pursuit of Vengeance,1977,,6.8,37,Fantasy,0,1
346,347,King Solomon's Treasure,1979,,4.1,33,Fantasy,0,1
347,348,Hawaizaada,2015,7+,5.5,36,Fantasy,0,1
348,349,A Talking Pony!?!,2013,,2.4,24,Fantasy,0,1
349,350,Buckets,2017,,6.6,32,Fantasy,0,1
350,351,A Carol for Another Christmas,1964,,6.5,45,Fantasy,0,1
351,352,Charlie's Ghost Story,1995,7+,4.5,38,Fantasy,0,1
352,353,The Bespoke Overcoat,1955,,7.1,39,Fantasy,0,1
353,354,A Chairy Tale,1957,,7.4,49,Fantasy,0,1
354,355,Little Spirit: Christmas in New York,2008,all,5.0,36,Fantasy,0,1
355,356,And There Were 4,2018,,4.2,31,Fantasy,0,1
356,357,The Night Before Christmas,1994,,6.2,38,Fantasy,0,1
357,358,The Princess Castle,1996,,6.8,34,Fantasy,0,1
358,359,Conlanging: The Art of Crafting Tongues,2017,7+,6.7,31,Fantasy,0,1
359,360,Karaoke Crazies,2016,,6.3,36,Fantasy,0,1
360,361,Tom Thumb Meets Thumbelina,1996,,6.0,30,Fantasy,0,1
361,362,The Mystical Adventures of Billy Owens,2008,7+,2.2,22,Fantasy,0,1
362,363,Tam Cam: The Untold,2016,,5.5,42,Fantasy,0,1
363,364,Jack and the Beanstalk,1990,all,6.8,32,Fantasy,0,1
364,365,Ulysses Against the Son of Hercules,1962,,5.0,25,Fantasy,0,1
365,366,Journey to the Center of Time,1967,,3.8,30,Fantasy,0,1
366,367,"Somewhere, Tomorrow",1983,7+,6.3,44,Fantasy,0,1
367,368,Yellow Day,2015,7+,6.2,36,Fantasy,0,1
368,369,Exciting Dragon,1985,,6.9,38,Fantasy,0,1
369,370,Dead Aim,1971,18+,4.5,34,Fantasy,0,1
370,371,Deer Boy,2017,,6.4,41,Fantasy,0,1
371,372,Spike,2008,18+,3.1,24,Fantasy,0,1
372,373,In The Night Kitchen,1987,,6.8,36,Fantasy,0,1
373,374,Fearless Frank,1967,all,4.1,34,Fantasy,0,1
374,375,Luz: The Flower of Evil,2019,18+,5.1,58,Fantasy,0,1
375,376,Guantanamero,2007,18+,4.8,28,Fantasy,0,1
376,377,Indomitable: The Dragonphoenix Chronicles,2013,16+,5.8,39,Fantasy,0,1
377,378,Chandu on the Magic Island,1935,,4.7,32,Fantasy,0,1
378,379,Kid from Kwangtung,1982,18+,6.0,33,Fantasy,0,1
379,380,Samson and the Seven Miracles of the World,1961,,4.9,32,Fantasy,0,1
380,381,Love Meet Hope,2016,,5.1,37,Fantasy,0,1
381,382,Mirch,2010,,6.5,33,Fantasy,0,1
382,383,The Shadow Boxing,1979,,6.7,37,Fantasy,0,1
383,384,It Came from the Desert,2017,,4.2,49,Horror,0,1
384,385,Appetites,2015,,3.3,35,Horror,0,1
385,386,Hide in the Light,2018,,3.7,29,Horror,0,1
386,387,Cruel World,2005,18+,3.9,33,Horror,0,1
387,388,Vampire Boys,2011,,2.8,34,Horror,0,1
388,389,The Backwoods,2006,18+,5.7,56,Horror,0,1
389,390,Angelica,2015,,4.9,55,Horror,0,1
390,391,The 50 Best Horror Movies You've Never Seen,2014,,6.2,44,Horror,0,1
391,392,House of Good and Evil,2013,13+,6.5,49,Horror,0,1
392,393,The Bell Witch Haunting,2013,,3.6,31,Horror,0,1
393,394,Lisa and the Devil,1973,18+,6.4,59,Horror,0,1
394,395,The Linda Vista Project,2015,,3.1,29,Horror,0,1
395,396,October Moon,2005,,4.8,33,Horror,0,1
396,397,Hard Ride to Hell,2010,,3.8,30,Horror,0,1
397,398,Curse of the Witch's Doll,2018,,3.2,34,Horror,0,1
398,399,Gags The Clown,2019,18+,4.6,36,Horror,0,1
399,400,The Axiom,2019,18+,5.6,46,Horror,0,1
400,401,The Laughing Mask,2014,,4.8,31,Horror,0,1
401,402,Pull,2019,,2.4,34,Horror,0,1
402,403,Camp Cold Brook,2020,,4.8,53,Horror,0,1
403,404,Buzzard,2015,,6.4,63,Horror,0,1
404,405,The Attic Expeditions,2001,18+,5.0,40,Horror,0,1
405,406,Soft Matter,2018,,2.9,25,Horror,0,1
406,407,The 6th Friend,2016,,4.3,41,Horror,0,1
407,408,Roadside Massacre,2012,,2.4,27,Horror,0,1
408,409,A Little Bit Zombie,2012,18+,5.3,44,Horror,0,1
409,410,Cold Moon,2016,,4.5,52,Horror,0,1
410,411,976-Evil II,1992,18+,4.3,34,Horror,0,1
411,412,Carrion,2020,,2.8,39,Horror,0,1
412,413,The Wake,2017,,4.8,41,Horror,0,1
413,414,The Wind Walker,2020,,2.5,37,Horror,0,1
414,415,The Cleaning Lady,2018,18+,5.4,57,Horror,0,1
415,416,Before Someone Gets Hurt,2019,18+,3.3,33,Horror,0,1
416,417,Door in the Woods,2019,,3.8,39,Horror,0,1
417,418,Nine Lives,2002,18+,2.3,31,Horror,0,1
418,419,Terrordactyl,2016,,4.2,34,Horror,0,1
419,420,As Night Falls,2010,18+,2.7,33,Horror,0,1
420,421,Body Melt,1994,18+,5.3,42,Horror,0,1
